scrip,kind,a,b,c,d
AFTABAUTO,signal,RSI<30 oversold,289,54.0,4.42
AFTABAUTO,signal,Above the Stomach,208,44.7,3.1
AFTABAUTO,signal,Dark Cloud Cover,39,61.5,2.53
AFTABAUTO,signal,Inverted Hammer,175,49.1,2.22
AFTABAUTO,signal,Shooting Star,51,66.7,2.18
AFTABAUTO,signal,Bullish Harami,258,45.3,0.56
AFTABAUTO,signal,Hanging Man,51,54.9,0.2
AFTABAUTO,signal,Morning Star,156,41.0,0.12
AFTABAUTO,signal,Three Outside Up,44,45.5,-0.36
AFTABAUTO,signal,Three Black Crows,124,53.2,-0.64
AFTABAUTO,signal,Price reclaims MA200,238,42.4,-0.85
AFTABAUTO,signal,Three Outside Down,183,55.2,-1.6
AFTABAUTO,signal,Three Inside Up,37,43.2,-2.12
AFTABAUTO,signal,Bearish Engulfing,316,57.6,-2.16
AFTABAUTO,signal,Evening Star,87,50.6,-3.15
AFTABAUTO,signal,52w-low breakdown,142,51.4,-3.17
AFTABAUTO,signal,Bearish Harami,88,51.1,-4.65
AFTABAUTO,signal,MACD bull cross,271,31.7,-4.87
AFTABAUTO,signal,Double Bottom,82,24.4,-6.37
AFTABAUTO,signal,Bearish Marubozu,36,30.6,-7.52
AFTABAUTO,signal,MACD bear cross,268,47.0,-9.92
AFTABAUTO,signal,Below the Stomach,162,35.8,-10.97
AFTABAUTO,signal,52w-high breakout,71,22.5,-16.88
AFTABAUTO,signal,Double Top,89,44.9,-17.72
AFTABAUTO,bounce,2025-08-03,34.2,40.3,18
AFTABAUTO,bounce,2025-09-23,32.2,39.4,22
AFTABAUTO,bounce,2025-10-16,32.0,38.0,19
AFTABAUTO,bounce,2025-11-16,29.1,38.2,31
AFTABAUTO,bounce,2025-11-23,32.3,39.7,23
AFTABAUTO,bounce,2026-02-10,28.0,33.0,18
AFTABAUTO,bounce,2026-03-08,26.4,30.5,16
AFTABAUTO,bounce,2026-05-11,26.4,33.2,26
AGNISYSL,signal,Stretch<-30% vs MA200,157,56.7,11.78
AGNISYSL,signal,Stretch>50% vs MA200,158,71.5,11.43
AGNISYSL,signal,Below lower Bollinger,249,58.2,8.95
AGNISYSL,signal,RSI<30 oversold,123,64.2,7.94
AGNISYSL,signal,Inverted Hammer,96,57.3,6.24
AGNISYSL,signal,Stochastic<20,1452,57.0,5.31
AGNISYSL,signal,Stochastic>80,699,67.4,4.67
AGNISYSL,signal,Above upper Bollinger,314,69.4,4.54
AGNISYSL,signal,Tweezer Bottom,42,69.0,4.24
AGNISYSL,signal,RSI>70 overbought,149,59.1,2.28
AGNISYSL,signal,Shooting Star,37,62.2,1.6
AGNISYSL,signal,Price reclaims MA200,170,45.9,0.67
AGNISYSL,signal,Bearish Engulfing,407,57.7,0.33
AGNISYSL,signal,Three Outside Down,226,56.2,0.29
AGNISYSL,signal,Three Inside Up,51,52.9,0.17
AGNISYSL,signal,Bullish Engulfing,99,40.4,-0.08
AGNISYSL,signal,Bullish Harami,278,41.7,-0.38
AGNISYSL,signal,Three Black Crows,121,52.9,-0.82
AGNISYSL,signal,Morning Star,151,38.4,-1.11
AGNISYSL,signal,Dark Cloud Cover,30,60.0,-1.17
AGNISYSL,signal,Bearish Harami,62,58.1,-1.33
AGNISYSL,signal,Above the Stomach,166,39.8,-1.37
AGNISYSL,signal,Three Outside Up,44,31.8,-1.67
AGNISYSL,signal,MACD bull cross,211,39.8,-2.51
AGNISYSL,signal,Double Bottom,83,36.1,-2.97
AGNISYSL,signal,Evening Star,63,52.4,-3.13
AGNISYSL,signal,Bearish Marubozu,71,46.5,-4.52
AGNISYSL,signal,52w-low breakdown,102,33.3,-5.57
AGNISYSL,signal,MACD bear cross,208,50.0,-6.3
AGNISYSL,signal,Double Top,81,49.4,-8.29
AGNISYSL,signal,Below the Stomach,94,35.1,-8.75
AGNISYSL,signal,52w-high breakout,65,18.5,-9.32
AGNISYSL,bounce,2025-01-05,23.0,29.4,28
AGNISYSL,bounce,2025-05-07,22.7,29.5,30
AGNISYSL,bounce,2025-08-13,24.9,30.5,22
AGNISYSL,bounce,2025-11-16,18.1,23.0,27
AGNISYSL,bounce,2025-12-21,19.5,22.5,15
AGNISYSL,bounce,2026-03-09,19.0,26.8,41
AGNISYSL,bounce,2026-05-12,24.2,28.4,17
AGNISYSL,bounce,2026-05-19,25.6,31.5,23
AGRANINS,signal,Stretch>50% vs MA200,250,70.4,7.61
AGRANINS,signal,Below lower Bollinger,216,59.7,7.59
AGRANINS,signal,Stretch<-30% vs MA200,240,67.5,7.28
AGRANINS,signal,Stochastic<20,1165,54.4,4.44
AGRANINS,signal,Inverted Hammer,109,56.0,4.38
AGRANINS,signal,Price reclaims MA200,106,50.0,4.16
AGRANINS,signal,Shooting Star,46,73.9,3.64
AGRANINS,signal,RSI<30 oversold,210,58.6,2.71
AGRANINS,signal,Stochastic>80,543,58.0,2.37
AGRANINS,signal,Above the Stomach,104,43.3,1.65
AGRANINS,signal,Above upper Bollinger,272,62.5,1.06
AGRANINS,signal,Bearish Marubozu,71,50.7,0.86
AGRANINS,signal,Double Bottom,77,41.6,0.22
AGRANINS,signal,Bullish Harami,183,44.8,0.01
AGRANINS,signal,Bullish Engulfing,105,38.1,-0.3
AGRANINS,signal,Below the Stomach,92,50.0,-0.58
AGRANINS,signal,MACD bull cross,179,39.7,-1.23
AGRANINS,signal,Bearish Engulfing,260,50.0,-1.27
AGRANINS,signal,Bullish Marubozu,46,39.1,-1.48
AGRANINS,signal,Evening Star,59,54.2,-1.62
AGRANINS,signal,Three Outside Down,117,48.7,-2.02
AGRANINS,signal,RSI>70 overbought,180,50.6,-2.44
AGRANINS,signal,Three Outside Up,34,35.3,-2.7
AGRANINS,signal,Morning Star,67,37.3,-2.94
AGRANINS,signal,MACD bear cross,174,51.7,-3.47
AGRANINS,signal,Three Black Crows,60,45.0,-3.59
AGRANINS,signal,52w-low breakdown,95,37.9,-3.99
AGRANINS,signal,Double Top,79,53.2,-4.24
AGRANINS,signal,Bearish Harami,100,48.0,-4.78
AGRANINS,signal,52w-high breakout,62,37.1,-8.37
AGRANINS,bounce,2024-11-11,21.4,27.2,27
AGRANINS,bounce,2025-05-29,21.8,26.5,22
AGRANINS,bounce,2025-06-23,22.2,27.5,24
AGRANINS,bounce,2025-08-17,24.3,29.6,22
AGRANINS,bounce,2025-11-16,17.5,23.4,34
AGRANINS,bounce,2025-12-18,21.1,26.2,24
AGRANINS,bounce,2026-04-05,20.3,24.3,20
AGRANINS,bounce,2026-05-06,21.5,29.2,36
AIBL1STIMF,signal,RSI<30 oversold,115,53.9,3.84
AIBL1STIMF,signal,RSI>70 overbought,144,66.0,2.42
AIBL1STIMF,signal,Stretch>50% vs MA200,30,76.7,1.62
AIBL1STIMF,signal,Above upper Bollinger,192,68.8,1.1
AIBL1STIMF,signal,Stochastic>80,280,62.5,1.0
AIBL1STIMF,signal,Tweezer Bottom,41,41.5,0.96
AIBL1STIMF,signal,Below lower Bollinger,141,58.9,0.92
AIBL1STIMF,signal,Stochastic<20,734,51.6,0.5
AIBL1STIMF,signal,MACD bull cross,112,47.3,0.25
AIBL1STIMF,signal,Three Outside Down,66,48.5,0.02
AIBL1STIMF,signal,Bearish Harami,94,58.5,-0.33
AIBL1STIMF,signal,Bullish Engulfing,41,46.3,-0.58
AIBL1STIMF,signal,Double Bottom,34,41.2,-0.62
AIBL1STIMF,signal,Double Top,52,42.3,-0.79
AIBL1STIMF,signal,Bullish Harami,221,43.4,-0.81
AIBL1STIMF,signal,Bearish Engulfing,283,51.6,-0.83
AIBL1STIMF,signal,Bullish Marubozu,129,37.2,-0.95
AIBL1STIMF,signal,Price reclaims MA200,63,33.3,-1.29
AIBL1STIMF,signal,52w-low breakdown,77,53.2,-1.46
AIBL1STIMF,signal,MACD bear cross,119,42.0,-1.67
AIBL1STIMF,signal,Stretch<-30% vs MA200,95,40.0,-1.78
AIBL1STIMF,signal,Bearish Marubozu,153,48.4,-2.04
AIBL1STIMF,signal,Morning Star,60,30.0,-2.14
AIBL1STIMF,signal,Below the Stomach,49,53.1,-2.47
AIBL1STIMF,signal,Above the Stomach,30,36.7,-2.55
AIBL1STIMF,signal,52w-high breakout,35,31.4,-4.37
AIBL1STIMF,bounce,2024-10-29,6.1,8.0,31
AIBL1STIMF,bounce,2025-01-26,6.4,7.4,16
AIBL1STIMF,bounce,2025-09-02,4.1,4.8,17
AIBL1STIMF,bounce,2025-11-13,2.8,3.5,25
AIBL1STIMF,bounce,2025-11-23,3.1,3.8,23
AIBL1STIMF,bounce,2026-01-15,3.2,4.2,31
AIBL1STIMF,bounce,2026-03-09,3.4,4.5,32
AIBL1STIMF,bounce,2026-04-05,3.9,4.6,18
AIL,signal,52w-high breakout,44,54.5,4.75
AIL,signal,Stretch>50% vs MA200,81,67.9,1.89
AIL,signal,52w-low breakdown,60,51.7,1.66
AIL,signal,Three Black Crows,40,70.0,1.31
AIL,signal,Bullish Harami,78,51.3,1.19
AIL,signal,Above the Stomach,37,40.5,1.12
AIL,signal,Three Outside Down,65,55.4,0.73
AIL,signal,MACD bull cross,48,47.9,0.69
AIL,signal,Below lower Bollinger,74,41.9,-0.19
AIL,signal,Bearish Engulfing,110,56.4,-0.36
AIL,signal,Stretch<-30% vs MA200,251,45.8,-0.39
AIL,signal,Stochastic<20,466,44.6,-0.42
AIL,signal,MACD bear cross,50,62.0,-0.49
AIL,signal,Morning Star,33,36.4,-0.56
AIL,signal,Stochastic>80,199,53.8,-0.86
AIL,signal,RSI<30 oversold,109,43.1,-1.42
AIL,signal,Bullish Engulfing,41,39.0,-2.38
AIL,signal,Above upper Bollinger,108,54.6,-3.24
AIL,signal,RSI>70 overbought,86,45.3,-3.54
AIL,bounce,2025-06-23,42.0,51.8,23
AIL,bounce,2025-07-27,45.4,63.3,39
AIL,bounce,2025-10-20,44.1,51.7,17
AIL,bounce,2025-11-16,38.4,47.8,24
AIL,bounce,2026-02-02,26.2,31.0,18
AIL,bounce,2026-03-03,26.3,32.8,25
AIL,bounce,2026-04-28,27.4,36.5,33
AIL,bounce,2026-05-17,30.2,36.3,20
ALARABANK,signal,Stretch<-30% vs MA200,212,67.9,5.89
ALARABANK,signal,Hanging Man,38,65.8,3.49
ALARABANK,signal,RSI<30 oversold,293,57.3,2.01
ALARABANK,signal,Stochastic>80,562,58.5,1.48
ALARABANK,signal,Stochastic<20,1014,57.0,1.46
ALARABANK,signal,Below lower Bollinger,219,49.3,0.76
ALARABANK,signal,Morning Star,73,45.2,0.73
ALARABANK,signal,Inverted Hammer,86,53.5,0.52
ALARABANK,signal,Bearish Marubozu,88,48.9,0.35
ALARABANK,signal,Bullish Engulfing,105,48.6,0.33
ALARABANK,signal,Bearish Engulfing,273,57.5,0.2
ALARABANK,signal,Three Inside Up,33,48.5,0.16
ALARABANK,signal,Bullish Harami,204,46.1,0.08
ALARABANK,signal,Tweezer Bottom,41,48.8,-0.02
ALARABANK,signal,Bullish Marubozu,80,37.5,-0.1
ALARABANK,signal,Above upper Bollinger,274,55.1,-0.19
ALARABANK,signal,Three Outside Up,42,47.6,-0.35
ALARABANK,signal,Three Outside Down,112,52.7,-0.55
ALARABANK,signal,Bearish Harami,112,58.9,-0.67
ALARABANK,signal,Above the Stomach,63,39.7,-0.75
ALARABANK,signal,MACD bear cross,150,54.0,-1.08
ALARABANK,signal,Evening Star,55,43.6,-1.29
ALARABANK,signal,RSI>70 overbought,227,48.9,-1.47
ALARABANK,signal,MACD bull cross,148,41.2,-1.71
ALARABANK,signal,Double Top,36,61.1,-1.83
ALARABANK,signal,Below the Stomach,86,41.9,-2.46
ALARABANK,signal,52w-low breakdown,98,51.0,-2.71
ALARABANK,signal,Three Black Crows,42,28.6,-3.72
ALARABANK,signal,52w-high breakout,45,44.4,-4.65
ALARABANK,signal,Price reclaims MA200,101,27.7,-5.56
ALARABANK,bounce,2025-02-24,19.0,23.2,22
ALARABANK,bounce,2025-03-11,20.5,23.8,16
ALARABANK,bounce,2025-05-29,15.0,18.0,20
ALARABANK,bounce,2025-06-22,16.4,19.5,19
ALARABANK,bounce,2025-11-09,12.0,17.3,44
ALARABANK,bounce,2026-01-25,12.5,18.5,48
ALARABANK,bounce,2026-02-18,15.7,18.1,15
ALARABANK,bounce,2026-05-13,13.1,15.6,19
ALIF,signal,Bullish Marubozu,30,53.3,3.46
ALIF,signal,Bullish Engulfing,64,51.6,2.02
ALIF,signal,RSI<30 oversold,240,55.0,1.8
ALIF,signal,Double Top,56,67.9,0.81
ALIF,signal,Three Outside Up,35,42.9,0.7
ALIF,signal,Below lower Bollinger,204,47.5,0.64
ALIF,signal,Stretch<-30% vs MA200,349,49.9,0.24
ALIF,signal,Bearish Marubozu,76,61.8,0.23
ALIF,signal,Stochastic>80,331,61.3,0.1
ALIF,signal,Bearish Engulfing,327,62.1,-0.03
ALIF,signal,Three Outside Down,162,63.6,-0.3
ALIF,signal,Double Bottom,47,42.6,-0.36
ALIF,signal,Morning Star,71,46.5,-0.54
ALIF,signal,Three Black Crows,108,53.7,-0.54
ALIF,signal,Above upper Bollinger,198,56.1,-0.8
ALIF,signal,52w-high breakout,42,45.2,-0.84
ALIF,signal,Stochastic<20,1047,40.9,-0.92
ALIF,signal,MACD bear cross,131,56.5,-0.95
ALIF,signal,Bearish Harami,36,52.8,-1.02
ALIF,signal,Evening Star,39,59.0,-1.07
ALIF,signal,Above the Stomach,79,38.0,-1.14
ALIF,signal,Price reclaims MA200,42,38.1,-1.32
ALIF,signal,Bullish Harami,252,36.9,-1.4
ALIF,signal,Three Inside Up,40,30.0,-1.43
ALIF,signal,MACD bull cross,124,37.9,-1.58
ALIF,signal,52w-low breakdown,135,54.8,-1.73
ALIF,signal,Inverted Hammer,39,33.3,-1.97
ALIF,signal,RSI>70 overbought,131,51.1,-2.11
ALIF,signal,Stretch>50% vs MA200,127,47.2,-2.17
ALIF,signal,Tweezer Bottom,54,31.5,-3.19
ALIF,bounce,2025-01-13,6.7,8.8,31
ALIF,bounce,2025-11-11,3.2,3.7,16
ALIF,bounce,2025-11-16,3.2,4.5,41
ALIF,bounce,2025-11-23,3.9,4.6,18
ALIF,bounce,2026-01-13,3.7,5.0,35
ALIF,bounce,2026-03-01,4.2,5.4,29
ALIF,bounce,2026-03-09,4.3,5.7,33
ALIF,bounce,2026-04-29,4.5,6.1,36
ALLTEX,signal,Below lower Bollinger,265,69.1,12.36
ALLTEX,signal,Stretch>50% vs MA200,297,72.1,8.54
ALLTEX,signal,Stochastic<20,1639,56.4,7.54
ALLTEX,signal,Stretch<-30% vs MA200,429,51.7,6.5
ALLTEX,signal,Three Inside Up,40,50.0,6.29
ALLTEX,signal,Stochastic>80,729,70.9,5.64
ALLTEX,signal,Hanging Man,36,77.8,4.39
ALLTEX,signal,Inverted Hammer,160,51.9,3.67
ALLTEX,signal,Above upper Bollinger,338,67.5,3.6
ALLTEX,signal,RSI<30 oversold,200,56.0,3.44
ALLTEX,signal,Tweezer Bottom,52,42.3,2.42
ALLTEX,signal,Bullish Engulfing,106,43.4,1.78
ALLTEX,signal,Above the Stomach,162,38.3,1.32
ALLTEX,signal,Three White Soldiers,31,35.5,1.13
ALLTEX,signal,RSI>70 overbought,207,63.3,1.09
ALLTEX,signal,Shooting Star,84,65.5,0.64
ALLTEX,signal,Bullish Harami,268,41.0,-0.3
ALLTEX,signal,Bullish Marubozu,47,38.3,-0.38
ALLTEX,signal,Three Black Crows,83,53.0,-0.65
ALLTEX,signal,Double Bottom,92,38.0,-0.83
ALLTEX,signal,Bearish Marubozu,231,61.0,-1.04
ALLTEX,signal,Three Outside Up,38,42.1,-1.73
ALLTEX,signal,Three Outside Down,128,53.9,-1.8
ALLTEX,signal,Morning Star,129,39.5,-1.89
ALLTEX,signal,Price reclaims MA200,196,38.3,-1.96
ALLTEX,signal,Bearish Engulfing,370,55.1,-2.92
ALLTEX,signal,Inverse Head & Shoulders,41,36.6,-3.03
ALLTEX,signal,Bearish Harami,81,50.6,-3.05
ALLTEX,signal,Double Top,147,51.0,-3.91
ALLTEX,signal,Below the Stomach,182,44.0,-4.15
ALLTEX,signal,MACD bull cross,258,27.1,-5.16
ALLTEX,signal,52w-low breakdown,91,39.6,-5.56
ALLTEX,signal,MACD bear cross,266,42.1,-8.98
ALLTEX,signal,52w-high breakout,74,25.7,-9.71
ALLTEX,signal,Evening Star,78,47.4,-11.24
ALLTEX,bounce,2025-05-27,8.8,10.3,17
ALLTEX,bounce,2025-06-23,8.5,12.5,47
ALLTEX,bounce,2025-08-10,10.3,12.4,20
ALLTEX,bounce,2025-09-02,11.4,13.6,19
ALLTEX,bounce,2025-09-10,12.5,14.9,19
ALLTEX,bounce,2025-10-20,12.2,14.5,19
ALLTEX,bounce,2026-01-13,12.9,16.4,27
ALLTEX,bounce,2026-04-06,12.7,17.8,40
AMANFEED,signal,52w-high breakout,38,60.5,4.19
AMANFEED,signal,RSI<30 oversold,71,70.4,3.05
AMANFEED,signal,Stretch<-30% vs MA200,53,64.2,2.06
AMANFEED,signal,Below lower Bollinger,109,51.4,0.87
AMANFEED,signal,Bullish Engulfing,57,52.6,0.55
AMANFEED,signal,Stochastic>80,234,63.2,0.46
AMANFEED,signal,Stochastic<20,566,49.1,0.15
AMANFEED,signal,Morning Star,55,41.8,-0.05
AMANFEED,signal,Above upper Bollinger,117,57.3,-0.06
AMANFEED,signal,Bullish Harami,121,47.1,-0.1
AMANFEED,signal,Bearish Engulfing,146,56.2,-0.2
AMANFEED,signal,RSI>70 overbought,91,57.1,-0.83
AMANFEED,signal,Price reclaims MA200,43,39.5,-0.92
AMANFEED,signal,Above the Stomach,44,34.1,-1.24
AMANFEED,signal,Three Outside Down,95,51.6,-1.38
AMANFEED,signal,MACD bull cross,66,37.9,-1.6
AMANFEED,signal,Three Black Crows,61,49.2,-1.87
AMANFEED,signal,Double Top,41,53.7,-2.31
AMANFEED,signal,MACD bear cross,67,50.7,-2.75
AMANFEED,signal,52w-low breakdown,72,40.3,-3.29
AMANFEED,signal,Stretch>50% vs MA200,73,41.1,-4.34
AMANFEED,bounce,2024-11-13,21.8,26.5,22
AMANFEED,bounce,2024-12-12,24.4,31.0,27
AMANFEED,bounce,2025-02-13,24.4,28.8,18
AMANFEED,bounce,2025-08-13,23.7,29.0,22
AMANFEED,bounce,2025-11-16,21.2,26.6,25
AMANFEED,bounce,2025-12-21,22.0,25.3,15
AMANFEED,bounce,2026-03-09,21.8,28.3,30
AMANFEED,bounce,2026-04-28,26.0,35.6,37
AMBEEPHA,signal,Stretch<-30% vs MA200,50,80.0,40.78
AMBEEPHA,signal,Below lower Bollinger,217,68.2,15.28
AMBEEPHA,signal,Tweezer Bottom,31,51.6,9.96
AMBEEPHA,signal,Stretch>50% vs MA200,265,67.5,9.23
AMBEEPHA,signal,RSI<30 oversold,86,69.8,8.69
AMBEEPHA,signal,Stochastic<20,1619,62.0,6.95
AMBEEPHA,signal,Stochastic>80,770,72.1,4.49
AMBEEPHA,signal,Shooting Star,71,57.7,4.37
AMBEEPHA,signal,Above upper Bollinger,403,69.5,4.27
AMBEEPHA,signal,Dark Cloud Cover,54,75.9,3.58
AMBEEPHA,signal,RSI>70 overbought,190,68.9,2.75
AMBEEPHA,signal,Inverted Hammer,182,58.2,2.05
AMBEEPHA,signal,Bullish Harami,212,50.0,1.65
AMBEEPHA,signal,Hanging Man,62,54.8,1.63
AMBEEPHA,signal,Morning Star,154,39.6,0.55
AMBEEPHA,signal,Hammer,34,44.1,0.09
AMBEEPHA,signal,Bullish Engulfing,115,40.0,-0.34
AMBEEPHA,signal,Price reclaims MA200,259,36.3,-0.53
AMBEEPHA,signal,Three Outside Up,40,42.5,-0.78
AMBEEPHA,signal,Bearish Engulfing,245,51.4,-0.83
AMBEEPHA,signal,Evening Star,81,55.6,-1.12
AMBEEPHA,signal,Three Outside Down,105,48.6,-1.17
AMBEEPHA,signal,Bearish Marubozu,91,51.6,-1.7
AMBEEPHA,signal,Above the Stomach,181,38.7,-1.97
AMBEEPHA,signal,Bearish Harami,87,41.4,-2.87
AMBEEPHA,signal,Three White Soldiers,30,33.3,-2.87
AMBEEPHA,signal,Double Bottom,85,29.4,-2.91
AMBEEPHA,signal,Head & Shoulders,31,35.5,-3.27
AMBEEPHA,signal,MACD bull cross,280,37.9,-3.85
AMBEEPHA,signal,52w-low breakdown,65,43.1,-4.06
AMBEEPHA,signal,Three Black Crows,73,49.3,-5.01
AMBEEPHA,signal,Below the Stomach,175,44.0,-6.67
AMBEEPHA,signal,Double Top,115,39.1,-6.85
AMBEEPHA,signal,MACD bear cross,282,42.6,-6.94
AMBEEPHA,signal,52w-high breakout,92,34.8,-7.82
AMBEEPHA,bounce,2024-09-05,861.3,999.0,16
AMBEEPHA,bounce,2024-10-08,757.2,895.0,18
AMBEEPHA,bounce,2025-01-16,675.0,799.9,19
AMBEEPHA,bounce,2025-02-27,719.0,947.9,32
AMBEEPHA,bounce,2025-05-27,738.3,869.0,18
AMBEEPHA,bounce,2025-06-22,790.0,929.0,18
AMBEEPHA,bounce,2025-11-02,701.0,829.0,18
AMBEEPHA,bounce,2025-12-18,681.0,821.0,21
ANLIMAYARN,signal,Stretch>50% vs MA200,168,72.6,9.23
ANLIMAYARN,signal,Stretch<-30% vs MA200,338,59.8,7.53
ANLIMAYARN,signal,Price reclaims MA200,123,48.0,5.0
ANLIMAYARN,signal,Inverted Hammer,83,55.4,4.9
ANLIMAYARN,signal,Three Outside Up,42,50.0,4.51
ANLIMAYARN,signal,Below lower Bollinger,162,54.3,4.06
ANLIMAYARN,signal,Stochastic<20,1183,55.0,4.02
ANLIMAYARN,signal,RSI>70 overbought,163,62.0,2.77
ANLIMAYARN,signal,RSI<30 oversold,102,58.8,2.55
ANLIMAYARN,signal,Bullish Engulfing,98,50.0,2.23
ANLIMAYARN,signal,Stochastic>80,468,58.3,1.35
ANLIMAYARN,signal,Below the Stomach,68,50.0,0.89
ANLIMAYARN,signal,MACD bull cross,158,40.5,0.89
ANLIMAYARN,signal,Above upper Bollinger,302,57.3,0.8
ANLIMAYARN,signal,Shooting Star,38,60.5,0.79
ANLIMAYARN,signal,Three Inside Up,42,47.6,0.37
ANLIMAYARN,signal,Double Top,79,63.3,0.09
ANLIMAYARN,signal,Above the Stomach,112,40.2,-0.02
ANLIMAYARN,signal,Bullish Harami,237,50.2,-0.13
ANLIMAYARN,signal,Bearish Harami,58,58.6,-0.53
ANLIMAYARN,signal,Bearish Engulfing,287,55.1,-1.15
ANLIMAYARN,signal,Three Outside Down,142,49.3,-1.56
ANLIMAYARN,signal,52w-low breakdown,86,43.0,-2.38
ANLIMAYARN,signal,Morning Star,80,41.2,-2.57
ANLIMAYARN,signal,Three Black Crows,83,43.4,-2.92
ANLIMAYARN,signal,Double Bottom,89,33.7,-3.52
ANLIMAYARN,signal,MACD bear cross,156,51.3,-5.12
ANLIMAYARN,signal,Bearish Marubozu,52,42.3,-5.38
ANLIMAYARN,signal,Evening Star,44,47.7,-6.14
ANLIMAYARN,signal,52w-high breakout,44,34.1,-9.41
ANLIMAYARN,bounce,2025-06-22,19.9,24.0,21
ANLIMAYARN,bounce,2025-08-07,20.9,24.7,18
ANLIMAYARN,bounce,2025-11-16,15.1,21.4,42
ANLIMAYARN,bounce,2026-03-08,17.8,21.0,18
ANLIMAYARN,bounce,2026-05-03,19.3,25.9,34
ANLIMAYARN,bounce,2026-05-24,23.8,32.8,38
ANLIMAYARN,bounce,2026-06-08,28.7,33.5,17
ANLIMAYARN,bounce,2026-06-14,29.6,35.4,20
ANWARGALV,signal,Below lower Bollinger,198,44.9,7.04
ANWARGALV,signal,Double Bottom,48,43.8,7.0
ANWARGALV,signal,Inverted Hammer,88,55.7,5.81
ANWARGALV,signal,RSI<30 oversold,166,56.0,5.42
ANWARGALV,signal,Stretch<-30% vs MA200,425,50.6,4.9
ANWARGALV,signal,Morning Star,98,57.1,2.76
ANWARGALV,signal,Stochastic<20,1135,47.4,2.68
ANWARGALV,signal,Above the Stomach,118,44.9,2.39
ANWARGALV,signal,Stretch>50% vs MA200,353,61.2,1.51
ANWARGALV,signal,Price reclaims MA200,84,47.6,1.26
ANWARGALV,signal,Bullish Engulfing,101,44.6,0.92
ANWARGALV,signal,Three Black Crows,84,65.5,0.67
ANWARGALV,signal,MACD bull cross,132,47.7,0.53
ANWARGALV,signal,52w-high breakout,100,52.0,0.25
ANWARGALV,signal,52w-low breakdown,97,64.9,0.22
ANWARGALV,signal,Bearish Engulfing,235,55.3,0.15
ANWARGALV,signal,Stochastic>80,561,57.0,-0.01
ANWARGALV,signal,Bullish Harami,187,46.0,-0.18
ANWARGALV,signal,Above upper Bollinger,302,52.0,-1.22
ANWARGALV,signal,Three Outside Up,39,28.2,-1.77
ANWARGALV,signal,Three Outside Down,137,46.7,-2.57
ANWARGALV,signal,RSI>70 overbought,259,49.4,-2.92
ANWARGALV,signal,Bearish Harami,64,46.9,-3.41
ANWARGALV,signal,Bearish Marubozu,36,52.8,-5.06
ANWARGALV,signal,Evening Star,61,42.6,-5.35
ANWARGALV,signal,MACD bear cross,135,49.6,-6.11
ANWARGALV,signal,Double Top,74,56.8,-9.57
ANWARGALV,signal,Below the Stomach,70,38.6,-9.71
ANWARGALV,bounce,2025-11-11,86.4,99.7,15
ANWARGALV,bounce,2025-11-16,74.1,102.9,39
ANWARGALV,bounce,2025-12-07,80.5,95.6,19
ANWARGALV,bounce,2025-12-29,82.9,97.5,18
ANWARGALV,bounce,2026-02-03,86.0,108.8,27
ANWARGALV,bounce,2026-03-08,85.3,98.8,16
ANWARGALV,bounce,2026-04-06,88.2,105.8,20
ANWARGALV,bounce,2026-05-21,96.9,127.6,32
AOL,signal,Above upper Bollinger,43,74.4,3.29
AOL,signal,Stochastic>80,66,75.8,3.21
AOL,signal,Below lower Bollinger,51,62.7,3.0
AOL,signal,Stretch<-30% vs MA200,112,48.2,2.77
AOL,signal,RSI<30 oversold,44,54.5,1.76
AOL,signal,Bullish Harami,56,51.8,1.08
AOL,signal,Stochastic<20,236,51.7,0.46
AOL,signal,MACD bull cross,37,51.4,0.18
AOL,signal,Bearish Engulfing,63,54.0,-1.84
AOL,signal,52w-low breakdown,34,52.9,-2.99
AOL,signal,MACD bear cross,38,47.4,-3.05
AOL,signal,Three Outside Down,39,43.6,-3.42
AOL,bounce,2025-09-02,14.7,18.1,23
AOL,bounce,2025-09-11,15.1,17.4,15
AOL,bounce,2025-11-16,12.5,14.7,18
AOL,bounce,2025-11-23,13.1,15.3,17
AOL,bounce,2026-02-02,13.7,18.1,32
AOL,bounce,2026-03-08,14.8,17.2,16
AOL,bounce,2026-05-07,15.3,19.5,27
AOL,bounce,2026-06-16,17.0,19.9,17
APEXFOODS,signal,Stretch>50% vs MA200,183,83.6,17.82
APEXFOODS,signal,Below lower Bollinger,245,67.8,12.52
APEXFOODS,signal,Above upper Bollinger,428,72.7,8.58
APEXFOODS,signal,Stochastic<20,2059,61.1,7.61
APEXFOODS,signal,Stochastic>80,880,70.1,7.04
APEXFOODS,signal,Stretch<-30% vs MA200,262,59.2,6.96
APEXFOODS,signal,RSI>70 overbought,229,65.5,6.85
APEXFOODS,signal,RSI<30 oversold,174,61.5,4.76
APEXFOODS,signal,Tweezer Bottom,46,50.0,4.47
APEXFOODS,signal,Shooting Star,64,64.1,4.22
APEXFOODS,signal,Inverted Hammer,172,53.5,2.74
APEXFOODS,signal,Dark Cloud Cover,43,62.8,1.95
APEXFOODS,signal,Three Inside Up,45,53.3,1.9
APEXFOODS,signal,Bullish Engulfing,107,43.9,1.49
APEXFOODS,signal,Bullish Harami,252,46.4,0.5
APEXFOODS,signal,Morning Star,151,41.1,0.04
